id,image_id,geometry,class,bounds,width,height
17,4f833867-273e-4d73-8bc3-cb2d9ceb54ef.jpg,"[(740, 1268), (804, 1268), (804, 1356), (740, 1356), (740, 1268)]",Pesawat,"(740, 1268, 804, 1356)",64,88
18,4f833867-273e-4d73-8bc3-cb2d9ceb54ef.jpg,"[(645, 1399), (730, 1399), (730, 1458), (645, 1458), (645, 1399)]",Pesawat,"(645, 1399, 730, 1458)",85,59
19,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(607, 1752), (718, 1752), (718, 1867), (607, 1867), (607, 1752)]",Pesawat,"(607, 1752, 718, 1867)",111,115
20,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(906, 2024), (1022, 2024), (1022, 2140), (906, 2140), (906, 2024)]",Pesawat,"(906, 2024, 1022, 2140)",116,116
21,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1105, 1568), (1151, 1568), (1151, 1640), (1105, 1640), (1105, 1568)]",Pesawat,"(1105, 1568, 1151, 1640)",46,72
22,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1169, 1546), (1218, 1546), (1218, 1614), (1169, 1614), (1169, 1546)]",Pesawat,"(1169, 1546, 1218, 1614)",49,68
23,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1243, 1521), (1287, 1521), (1287, 1588), (1243, 1588), (1243, 1521)]",Pesawat,"(1243, 1521, 1287, 1588)",44,67
24,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1503, 1404), (1565, 1404), (1565, 1474), (1503, 1474), (1503, 1404)]",Pesawat,"(1503, 1404, 1565, 1474)",62,70
25,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1633, 1341), (1697, 1341), (1697, 1418), (1633, 1418), (1633, 1341)]",Pesawat,"(1633, 1341, 1697, 1418)",64,77
26,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2322, 1163), (2381, 1163), (2381, 1237), (2322, 1237), (2322, 1163)]",Pesawat,"(2322, 1163, 2381, 1237)",59,74
27,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1953, 1305), (2016, 1305), (2016, 1359), (1953, 1359), (1953, 1305)]",Pesawat,"(1953, 1305, 2016, 1359)",63,54
28,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1767, 1522), (1834, 1522), (1834, 1574), (1767, 1574), (1767, 1522)]",Pesawat,"(1767, 1522, 1834, 1574)",67,52
29,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1199, 1982), (1260, 1982), (1260, 2040), (1199, 2040), (1199, 1982)]",Pesawat,"(1199, 1982, 1260, 2040)",61,58
30,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1013, 1820), (1093, 1820), (1093, 1875), (1013, 1875), (1013, 1820)]",Pesawat,"(1013, 1820, 1093, 1875)",80,55
31,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1329, 1928), (1405, 1928), (1405, 1987), (1329, 1987), (1329, 1928)]",Pesawat,"(1329, 1928, 1405, 1987)",76,59
32,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1883, 1707), (1947, 1707), (1947, 1763), (1883, 1763), (1883, 1707)]",Pesawat,"(1883, 1707, 1947, 1763)",64,56
33,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2034, 1510), (2102, 1510), (2102, 1566), (2034, 1566), (2034, 1510)]",Pesawat,"(2034, 1510, 2102, 1566)",68,56
34,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2003, 1437), (2072, 1437), (2072, 1493), (2003, 1493), (2003, 1437)]",Pesawat,"(2003, 1437, 2072, 1493)",69,56
35,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1978, 1377), (2038, 1377), (2038, 1427), (1978, 1427), (1978, 1377)]",Pesawat,"(1978, 1377, 2038, 1427)",60,50
36,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2170, 1162), (2230, 1162), (2230, 1219), (2170, 1219), (2170, 1162)]",Pesawat,"(2170, 1162, 2230, 1219)",60,57
37,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2249, 1381), (2313, 1381), (2313, 1430), (2249, 1430), (2249, 1381)]",Pesawat,"(2249, 1381, 2313, 1430)",64,49
38,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2277, 1450), (2340, 1450), (2340, 1503), (2277, 1503), (2277, 1450)]",Pesawat,"(2277, 1450, 2340, 1503)",63,53
39,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2309, 1526), (2368, 1526), (2368, 1570), (2309, 1570), (2309, 1526)]",Pesawat,"(2309, 1526, 2368, 1570)",59,44
40,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2339, 1593), (2398, 1593), (2398, 1644), (2339, 1644), (2339, 1593)]",Pesawat,"(2339, 1593, 2398, 1644)",59,51
41,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1821, 97), (1921, 97), (1921, 186), (1821, 186), (1821, 97)]",Pesawat,"(1821, 97, 1921, 186)",100,89
42,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(2017, 197), (2097, 197), (2097, 282), (2017, 282), (2017, 197)]",Pesawat,"(2017, 197, 2097, 282)",80,85
43,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1709, 318), (1809, 318), (1809, 441), (1709, 441), (1709, 318)]",Pesawat,"(1709, 318, 1809, 441)",100,123
44,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1827, 388), (1907, 388), (1907, 481), (1827, 481), (1827, 388)]",Pesawat,"(1827, 388, 1907, 481)",80,93
45,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1924, 445), (1979, 445), (1979, 527), (1924, 527), (1924, 445)]",Pesawat,"(1924, 445, 1979, 527)",55,82
46,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1832, 705), (1923, 705), (1923, 776), (1832, 776), (1832, 705)]",Pesawat,"(1832, 705, 1923, 776)",91,71
47,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1756, 648), (1826, 648), (1826, 746), (1756, 746), (1756, 648)]",Pesawat,"(1756, 648, 1826, 746)",70,98
48,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1593, 1322), (1759, 1322), (1759, 1449), (1593, 1449), (1593, 1322)]",Pesawat,"(1593, 1322, 1759, 1449)",166,127
49,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(2038, 1112), (2097, 1112), (2097, 1190), (2038, 1190), (2038, 1112)]",Pesawat,"(2038, 1112, 2097, 1190)",59,78
50,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(8, 332), (180, 332), (180, 516), (8, 516), (8, 332)]",Pesawat,"(8, 332, 180, 516)",172,184
51,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(2, 894), (171, 894), (171, 1066), (2, 1066), (2, 894)]",Pesawat,"(2, 894, 171, 1066)",169,172
52,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(5, 1125), (188, 1125), (188, 1315), (5, 1315), (5, 1125)]",Pesawat,"(5, 1125, 188, 1315)",183,190
53,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(9, 1382), (166, 1382), (166, 1545), (9, 1545), (9, 1382)]",Pesawat,"(9, 1382, 166, 1545)",157,163
54,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(8, 1594), (168, 1594), (168, 1759), (8, 1759), (8, 1594)]",Pesawat,"(8, 1594, 168, 1759)",160,165
55,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(4, 1796), (191, 1796), (191, 1975), (4, 1975), (4, 1796)]",Pesawat,"(4, 1796, 191, 1975)",187,179
56,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(530, 1778), (716, 1778), (716, 1952), (530, 1952), (530, 1778)]",Pesawat,"(530, 1778, 716, 1952)",186,174
57,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(501, 1374), (709, 1374), (709, 1553), (501, 1553), (501, 1374)]",Pesawat,"(501, 1374, 709, 1553)",208,179
58,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(512, 865), (718, 865), (718, 1042), (512, 1042), (512, 865)]",Pesawat,"(512, 865, 718, 1042)",206,177
59,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(529, 591), (706, 591), (706, 751), (529, 751), (529, 591)]",Pesawat,"(529, 591, 706, 751)",177,160
60,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(962, 343), (1136, 343), (1136, 512), (962, 512), (962, 343)]",Pesawat,"(962, 343, 1136, 512)",174,169
61,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(968, 559), (1170, 559), (1170, 777), (968, 777), (968, 559)]",Pesawat,"(968, 559, 1170, 777)",202,218
62,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(964, 844), (1174, 844), (1174, 1051), (964, 1051), (964, 844)]",Pesawat,"(964, 844, 1174, 1051)",210,207
63,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(969, 1099), (1151, 1099), (1151, 1270), (969, 1270), (969, 1099)]",Pesawat,"(969, 1099, 1151, 1270)",182,171
64,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(963, 1357), (1170, 1357), (1170, 1547), (963, 1547), (963, 1357)]",Pesawat,"(963, 1357, 1170, 1547)",207,190
65,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(973, 1595), (1159, 1595), (1159, 1762), (973, 1762), (973, 1595)]",Pesawat,"(973, 1595, 1159, 1762)",186,167
66,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(973, 1798), (1152, 1798), (1152, 1949), (973, 1949), (973, 1798)]",Pesawat,"(973, 1798, 1152, 1949)",179,151
67,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(974, 1999), (1154, 1999), (1154, 2164), (974, 2164), (974, 1999)]",Pesawat,"(974, 1999, 1154, 2164)",180,165
68,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(415, 2286), (627, 2286), (627, 2475), (415, 2475), (415, 2286)]",Pesawat,"(415, 2286, 627, 2475)",212,189
69,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1916, 2017), (2087, 2017), (2087, 2207), (1916, 2207), (1916, 2017)]",Pesawat,"(1916, 2017, 2087, 2207)",171,190
70,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1899, 1774), (2097, 1774), (2097, 1940), (1899, 1940), (1899, 1774)]",Pesawat,"(1899, 1774, 2097, 1940)",198,166
71,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1911, 1577), (2096, 1577), (2096, 1737), (1911, 1737), (1911, 1577)]",Pesawat,"(1911, 1577, 2096, 1737)",185,160
72,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1897, 1377), (2094, 1377), (2094, 1535), (1897, 1535), (1897, 1377)]",Pesawat,"(1897, 1377, 2094, 1535)",197,158
73,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(2144, 1458), (2318, 1458), (2318, 1649), (2144, 1649), (2144, 1458)]",Pesawat,"(2144, 1458, 2318, 1649)",174,191
74,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1541, 1431), (1668, 1431), (1668, 1521), (1541, 1521), (1541, 1431)]",Pesawat,"(1541, 1431, 1668, 1521)",127,90
75,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1488, 705), (1660, 705), (1660, 886), (1488, 886), (1488, 705)]",Pesawat,"(1488, 705, 1660, 886)",172,181
76,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1855, 630), (2076, 630), (2076, 860), (1855, 860), (1855, 630)]",Pesawat,"(1855, 630, 2076, 860)",221,230
77,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1882, 898), (2046, 898), (2046, 1064), (1882, 1064), (1882, 898)]",Pesawat,"(1882, 898, 2046, 1064)",164,166
78,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1748, 27), (1870, 27), (1870, 178), (1748, 178), (1748, 27)]",Pesawat,"(1748, 27, 1870, 178)",122,151
79,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2057, 284), (2193, 284), (2193, 434), (2057, 434), (2057, 284)]",Pesawat,"(2057, 284, 2193, 434)",136,150
80,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1570, 0), (1695, 0), (1695, 73), (1570, 73), (1570, 0)]",Truncated_Pesawat,"(1570, 0, 1695, 73)",125,73
81,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1602, 2513), (1724, 2513), (1724, 2559), (1602, 2559), (1602, 2513)]",Truncated_Pesawat,"(1602, 2513, 1724, 2559)",122,46
82,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(738, 2452), (860, 2452), (860, 2557), (738, 2557), (738, 2452)]",Truncated_Pesawat,"(738, 2452, 860, 2557)",122,105
83,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(238, 442), (318, 442), (318, 509), (238, 509), (238, 442)]",Pesawat,"(238, 442, 318, 509)",80,67
84,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(581, 649), (727, 649), (727, 764), (581, 764), (581, 649)]",Pesawat,"(581, 649, 727, 764)",146,115
85,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(900, 843), (980, 843), (980, 922), (900, 922), (900, 843)]",Pesawat,"(900, 843, 980, 922)",80,79
86,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1174, 1010), (1312, 1010), (1312, 1135), (1174, 1135), (1174, 1010)]",Pesawat,"(1174, 1010, 1312, 1135)",138,125
87,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1532, 1239), (1609, 1239), (1609, 1302), (1532, 1302), (1532, 1239)]",Pesawat,"(1532, 1239, 1609, 1302)",77,63
88,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1724, 1041), (1837, 1041), (1837, 1155), (1724, 1155), (1724, 1041)]",Pesawat,"(1724, 1041, 1837, 1155)",113,114
89,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1780, 1289), (1907, 1289), (1907, 1415), (1780, 1415), (1780, 1289)]",Pesawat,"(1780, 1289, 1907, 1415)",127,126
90,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1923, 1377), (2075, 1377), (2075, 1517), (1923, 1517), (1923, 1377)]",Pesawat,"(1923, 1377, 2075, 1517)",152,140
91,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2168, 1617), (2313, 1617), (2313, 1744), (2168, 1744), (2168, 1617)]",Pesawat,"(2168, 1617, 2313, 1744)",145,127
92,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1958, 2236), (2091, 2236), (2091, 2368), (1958, 2368), (1958, 2236)]",Pesawat,"(1958, 2236, 2091, 2368)",133,132
93,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(823, 2051), (940, 2051), (940, 2189), (823, 2189), (823, 2051)]",Pesawat,"(823, 2051, 940, 2189)",117,138
94,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(684, 1975), (802, 1975), (802, 2095), (684, 2095), (684, 1975)]",Pesawat,"(684, 1975, 802, 2095)",118,120
95,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(262, 1699), (393, 1699), (393, 1839), (262, 1839), (262, 1699)]",Pesawat,"(262, 1699, 393, 1839)",131,140
96,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(163, 2106), (297, 2106), (297, 2257), (163, 2257), (163, 2106)]",Pesawat,"(163, 2106, 297, 2257)",134,151
97,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2259, 393), (2361, 393), (2361, 519), (2259, 519), (2259, 393)]",Pesawat,"(2259, 393, 2361, 519)",102,126
98,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(171, 216), (242, 216), (242, 294), (171, 294), (171, 216)]",Pesawat,"(171, 216, 242, 294)",71,78
99,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(406, 357), (472, 357), (472, 421), (406, 421), (406, 357)]",Pesawat,"(406, 357, 472, 421)",66,64
100,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(617, 492), (673, 492), (673, 570), (617, 570), (617, 492)]",Pesawat,"(617, 492, 673, 570)",56,78
101,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(678, 572), (733, 572), (733, 636), (678, 636), (678, 572)]",Pesawat,"(678, 572, 733, 636)",55,64
102,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(737, 551), (807, 551), (807, 614), (737, 614), (737, 551)]",Pesawat,"(737, 551, 807, 614)",70,63
103,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(777, 638), (832, 638), (832, 698), (777, 698), (777, 638)]",Pesawat,"(777, 638, 832, 698)",55,60
104,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(338, 735), (412, 735), (412, 805), (338, 805), (338, 735)]",Pesawat,"(338, 735, 412, 805)",74,70
105,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(979, 746), (1028, 746), (1028, 799), (979, 799), (979, 746)]",Pesawat,"(979, 746, 1028, 799)",49,53
106,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1012, 701), (1049, 701), (1049, 742), (1012, 742), (1012, 701)]",Pesawat,"(1012, 701, 1049, 742)",37,41
107,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1218, 829), (1268, 829), (1268, 877), (1218, 877), (1218, 829)]",Pesawat,"(1218, 829, 1268, 877)",50,48
108,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1261, 864), (1321, 864), (1321, 921), (1261, 921), (1261, 864)]",Pesawat,"(1261, 864, 1321, 921)",60,57
109,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1269, 931), (1326, 931), (1326, 969), (1269, 969), (1269, 931)]",Pesawat,"(1269, 931, 1326, 969)",57,38
110,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1234, 938), (1279, 938), (1279, 994), (1234, 994), (1234, 938)]",Pesawat,"(1234, 938, 1279, 994)",45,56
111,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1691, 492), (1764, 492), (1764, 567), (1691, 567), (1691, 492)]",Pesawat,"(1691, 492, 1764, 567)",73,75
112,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1797, 745), (1865, 745), (1865, 803), (1797, 803), (1797, 745)]",Pesawat,"(1797, 745, 1865, 803)",68,58
113,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1750, 822), (1822, 822), (1822, 884), (1750, 884), (1750, 822)]",Pesawat,"(1750, 822, 1822, 884)",72,62
114,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1854, 1251), (1999, 1251), (1999, 1413), (1854, 1413), (1854, 1251)]",Pesawat,"(1854, 1251, 1999, 1413)",145,162
115,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(613, 1732), (750, 1732), (750, 1846), (613, 1846), (613, 1732)]",Pesawat,"(613, 1732, 750, 1846)",137,114
116,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(845, 1881), (920, 1881), (920, 1955), (845, 1955), (845, 1881)]",Pesawat,"(845, 1881, 920, 1955)",75,74
117,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(993, 1972), (1064, 1972), (1064, 2038), (993, 2038), (993, 1972)]",Pesawat,"(993, 1972, 1064, 2038)",71,66
118,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1131, 1647), (1293, 1647), (1293, 1766), (1131, 1766), (1131, 1647)]",Pesawat,"(1131, 1647, 1293, 1766)",162,119
119,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1611, 2354), (1754, 2354), (1754, 2473), (1611, 2473), (1611, 2354)]",Pesawat,"(1611, 2354, 1754, 2473)",143,119
120,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(562, 269), (644, 269), (644, 341), (562, 341), (562, 269)]",Pesawat,"(562, 269, 644, 341)",82,72
121,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(599, 407), (678, 407), (678, 466), (599, 466), (599, 407)]",Pesawat,"(599, 407, 678, 466)",79,59
122,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(627, 516), (742, 516), (742, 602), (627, 602), (627, 516)]",Pesawat,"(627, 516, 742, 602)",115,86
123,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(745, 903), (863, 903), (863, 997), (745, 997), (745, 903)]",Pesawat,"(745, 903, 863, 997)",118,94
124,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(800, 1033), (890, 1033), (890, 1109), (800, 1109), (800, 1033)]",Pesawat,"(800, 1033, 890, 1109)",90,76
125,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(854, 1169), (927, 1169), (927, 1229), (854, 1229), (854, 1169)]",Pesawat,"(854, 1169, 927, 1229)",73,60
126,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(951, 1545), (1050, 1545), (1050, 1618), (951, 1618), (951, 1545)]",Pesawat,"(951, 1545, 1050, 1618)",99,73
127,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1011, 1677), (1097, 1677), (1097, 1747), (1011, 1747), (1011, 1677)]",Pesawat,"(1011, 1677, 1097, 1747)",86,70
128,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1037, 1804), (1140, 1804), (1140, 1870), (1037, 1870), (1037, 1804)]",Pesawat,"(1037, 1804, 1140, 1870)",103,66
129,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1343, 1629), (1432, 1629), (1432, 1700), (1343, 1700), (1343, 1629)]",Pesawat,"(1343, 1629, 1432, 1700)",89,71
130,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1275, 1465), (1397, 1465), (1397, 1571), (1275, 1571), (1275, 1465)]",Pesawat,"(1275, 1465, 1397, 1571)",122,106
131,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1219, 1211), (1308, 1211), (1308, 1280), (1219, 1280), (1219, 1211)]",Pesawat,"(1219, 1211, 1308, 1280)",89,69
132,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1096, 913), (1213, 913), (1213, 1016), (1096, 1016), (1096, 913)]",Pesawat,"(1096, 913, 1213, 1016)",117,103
133,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1044, 774), (1177, 774), (1177, 889), (1044, 889), (1044, 774)]",Pesawat,"(1044, 774, 1177, 889)",133,115
134,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1046, 650), (1118, 650), (1118, 706), (1046, 706), (1046, 650)]",Pesawat,"(1046, 650, 1118, 706)",72,56
135,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(946, 493), (1080, 493), (1080, 592), (946, 592), (946, 493)]",Pesawat,"(946, 493, 1080, 592)",134,99
136,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1264, 91), (1339, 91), (1339, 171), (1264, 171), (1264, 91)]",Pesawat,"(1264, 91, 1339, 171)",75,80
